"separator_c19a55","hiddenVisually_b18fe2","embedDescription__623de","embedFieldValue__623de","embedFieldValue__623de 2","embedFieldValue__623de 3","embedFieldValue__623de 4","embedFieldValue__623de 5","embedFieldValue__623de 6","embedFieldValue__623de 7","embedFieldValue__623de 8","embedFieldValue__623de 9","timestamp__75297","hiddenVisually_b18fe2 2","loadingOverlay_af017a src","latin24CompactTimeStamp_c19a55","separator_c19a55 2"
"[","Thursday, October 9, 2025 at 10:05 AM","Call Sweep","BE","60","11/21/2025","Call","Above","350","$1M","370","2,995","13 hours ago","Thursday, October 9, 2025 at 9:50 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:05 AM","]"
"[","Thursday, October 9, 2025 at 10:06 AM","Call Sweep","NVDA","235","12/19/2025","Call","Ask","1,191","$416.9K","1,258","4,691","13 hours ago","Thursday, October 9, 2025 at 9:51 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:06 AM","]"
"[","Thursday, October 9, 2025 at 10:06 AM","Call Sweep","NVDA","190","10/17/2025","Call","Above","521","$403.8K","16,085","65,372","13 hours ago","Thursday, October 9, 2025 at 9:51 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:06 AM","]"
"—","Thursday, October 9, 2025 at 10:08 AM","Call Sweep","NVDA","210","01/16/2026","Call","Ask","600","$720K","1,740","28,335","13 hours ago","Thursday, October 9, 2025 at 9:53 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","",""
"[","Thursday, October 9, 2025 at 10:10 AM","Unusual Put Sweep","ARKK","89","11/21/2025","Put","Ask","1,014","$532.3K","2,460","14","13 hours ago","Thursday, October 9, 2025 at 9:54 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:10 AM","]"
"[","Thursday, October 9, 2025 at 10:11 AM","Unusual Put Sweep","AMD","245","10/10/2025","Put","Ask","942","$876.1K","3,664","265","13 hours ago","Thursday, October 9, 2025 at 9:56 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:11 AM","]"
"[","Thursday, October 9, 2025 at 10:14 AM","Call Sweep","QS","10","01/16/2026","Call","Above","1,000","$700K","1,011","23,745","13 hours ago","Thursday, October 9, 2025 at 9:59 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:14 AM","]"
"—","Thursday, October 9, 2025 at 10:15 AM","Unusual Put Sweep","VEEV","280","03/20/2026","Put","Ask","329","$542.9K","603","45","13 hours ago","Thursday, October 9, 2025 at 10:00 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","",""
"[","Thursday, October 9, 2025 at 10:15 AM","Call Sweep","TLRY","2","01/16/2026","Call","Above","6,570","$451.2K","16,761","73,842","13 hours ago","Thursday, October 9, 2025 at 10:00 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:15 AM","]"
"[","Thursday, October 9, 2025 at 10:17 AM","Call Sweep","TLRY","2","01/16/2026","Call","Ask","6,011","$408.8K","22,897","73,842","13 hours ago","Thursday, October 9, 2025 at 10:02 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:17 AM","]"
"[","Thursday, October 9, 2025 at 10:18 AM","Call Sweep","EQT","70","01/21/2028","Call","Ask","499","$464.1K","500","2,035","13 hours ago","Thursday, October 9, 2025 at 10:03 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:18 AM","]"
"[","Thursday, October 9, 2025 at 10:19 AM","Call Sweep","NVDA","200","05/15/2026","Call","Ask","200","$500K","366","3,931","13 hours ago","Thursday, October 9, 2025 at 10:04 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:19 AM","]"
"[","Thursday, October 9, 2025 at 10:19 AM","Call Sweep","META","710","10/10/2025","Call","Above","501","$605.1K","2,182","2,391","13 hours ago","Thursday, October 9, 2025 at 10:04 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:19 AM","]"
"[","Thursday, October 9, 2025 at 10:19 AM","Call Sweep","NVDA","260","01/15/2027","Call","Ask","308","$600.6K","589","13,638","13 hours ago","Thursday, October 9, 2025 at 10:04 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:19 AM","]"
"[","Thursday, October 9, 2025 at 10:20 AM","Call Sweep","NVDA","190","11/14/2025","Call","Ask","400","$510K","1,769","4,143","13 hours ago","Thursday, October 9, 2025 at 10:05 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:20 AM","]"
"—","Thursday, October 9, 2025 at 10:27 AM","Call Sweep","NVDA","320","12/17/2027","Call","Ask","411","$861K","631","5,408","12 hours ago","Thursday, October 9, 2025 at 10:12 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","",""
"[","Thursday, October 9, 2025 at 10:30 AM","Call Sweep","ETHA","35","01/16/2026","Call","Ask","998","$454.1K","2,880","23,777","12 hours ago","Thursday, October 9, 2025 at 10:15 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:30 AM","]"
"[","Thursday, October 9, 2025 at 10:31 AM","Call Sweep","NVDA","185","12/19/2025","Call","Ask","250","$517.5K","1,415","31,128","12 hours ago","Thursday, October 9, 2025 at 10:16 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:31 AM","]"
"[","Thursday, October 9, 2025 at 10:32 AM","Call Sweep","MRVL","90","01/16/2026","Call","Ask","617","$740.4K","836","5,218","12 hours ago","Thursday, October 9, 2025 at 10:17 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:32 AM","]"
"[","Thursday, October 9, 2025 at 10:34 AM","Call Sweep","NVDA","160","01/16/2026","Call","Ask","200","$815K","440","42,825","12 hours ago","Thursday, October 9, 2025 at 10:18 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:34 AM","]"
"[","Thursday, October 9, 2025 at 10:34 AM","Call Sweep","CLSK","35","01/15/2027","Call","Ask","1,704","$911.6K","2,839","30,197","12 hours ago","Thursday, October 9, 2025 at 10:19 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:34 AM","]"
"—","Thursday, October 9, 2025 at 10:35 AM","Call Sweep","PYPL","74","10/24/2025","Call","Ask","2,138","$855.2K","2,320","10,928","12 hours ago","Thursday, October 9, 2025 at 10:20 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","",""
"[","Thursday, October 9, 2025 at 10:35 AM","Unusual Call Sweep","AMD","245","10/10/2025","Call","Ask","4,083","$714.5K","21,859","5,354","12 hours ago","Thursday, October 9, 2025 at 10:20 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:35 AM","]"
"[","Thursday, October 9, 2025 at 10:36 AM","Call Sweep","BMNR","90","11/21/2025","Call","Ask","1,494","$433.3K","1,552","2,807","12 hours ago","Thursday, October 9, 2025 at 10:21 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:36 AM","]"
"[","Thursday, October 9, 2025 at 10:38 AM","Call Sweep","NVDA","270","12/18/2026","Call","Ask","672","$1.1M","811","2,201","12 hours ago","Thursday, October 9, 2025 at 10:23 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:38 AM","]"
"[","Thursday, October 9, 2025 at 10:40 AM","Call Sweep","ORCL","300","10/17/2025","Call","Ask","499","$586.3K","3,836","12,253","12 hours ago","Thursday, October 9, 2025 at 10:24 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:40 AM","]"
"[","Thursday, October 9, 2025 at 10:40 AM","Unusual Put Sweep","AS","30","11/21/2025","Put","Above","20,000","$2.1M","20,000","287","12 hours ago","Thursday, October 9, 2025 at 10:24 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:40 AM","]"
"[","Thursday, October 9, 2025 at 10:40 AM","Unusual Put Sweep","AMD","237.5","10/24/2025","Put","Ask","299","$402.2K","805","24","12 hours ago","Thursday, October 9, 2025 at 10:25 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:40 AM","]"
"[","Thursday, October 9, 2025 at 10:40 AM","Call Sweep","TSLA","435","10/24/2025","Call","Ask","251","$568.5K","675","1,902","12 hours ago","Thursday, October 9, 2025 at 10:25 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:40 AM","]"
"—","Thursday, October 9, 2025 at 10:44 AM","Put Sweep","GLD","360","01/16/2026","Put","Ask","998","$843.3K","1,088","2,240","12 hours ago","Thursday, October 9, 2025 at 10:28 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","",""
"[","Thursday, October 9, 2025 at 10:45 AM","Put Sweep","AMD","140","06/17/2027","Put","Ask","459","$638K","855","1,318","12 hours ago","Thursday, October 9, 2025 at 10:30 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:45 AM","]"
"[","Thursday, October 9, 2025 at 10:45 AM","Call Sweep","USAR","30","03/20/2026","Call","Ask","502","$451.8K","781","8,052","12 hours ago","Thursday, October 9, 2025 at 10:30 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:45 AM","]"
"[","Thursday, October 9, 2025 at 10:47 AM","Unusual Put Sweep","ARKK","89","11/21/2025","Put","Ask","738","$424.3K","6,881","14","12 hours ago","Thursday, October 9, 2025 at 10:32 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:47 AM","]"
"[","Thursday, October 9, 2025 at 10:48 AM","Unusual Call Sweep","RIOT","35","06/18/2026","Call","Ask","1,503","$518.5K","1,547","369","12 hours ago","Thursday, October 9, 2025 at 10:33 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:48 AM","]"
"[","Thursday, October 9, 2025 at 10:49 AM","Call Sweep","NVDA","177.5","10/17/2025","Call","Ask","549","$927.8K","918","3,220","12 hours ago","Thursday, October 9, 2025 at 10:34 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:49 AM","]"
"[","Thursday, October 9, 2025 at 10:50 AM","Unusual Put Sweep","IREN","60","11/07/2025","Put","Ask","950","$684K","959","21","12 hours ago","Thursday, October 9, 2025 at 10:35 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:50 AM","]"
"[","Thursday, October 9, 2025 at 10:50 AM","Unusual Put Sweep","IREN","60","11/07/2025","Put","Ask","696","$497.6K","1,846","21","12 hours ago","Thursday, October 9, 2025 at 10:35 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:50 AM","]"
"[","Thursday, October 9, 2025 at 10:50 AM","Call Sweep","NVDA","195","12/19/2025","Call","Ask","450","$648K","2,004","23,033","12 hours ago","Thursday, October 9, 2025 at 10:35 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:50 AM","]"
"—","Thursday, October 9, 2025 at 10:51 AM","Unusual Put Sweep","IREN","60","11/07/2025","Put","Above","1,345","$941.6K","3,191","21","12 hours ago","Thursday, October 9, 2025 at 10:36 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","",""
"[","Thursday, October 9, 2025 at 10:52 AM","Unusual Put Sweep","EWZ","27","11/21/2025","Put","Ask","21,078","$421.6K","40,035","13,233","12 hours ago","Thursday, October 9, 2025 at 10:37 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:52 AM","]"
"[","Thursday, October 9, 2025 at 10:53 AM","Call Sweep","BABA","150","01/16/2026","Call","Ask","166","$511.3K","196","13,988","12 hours ago","Thursday, October 9, 2025 at 10:38 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:53 AM","]"
"[","Thursday, October 9, 2025 at 10:54 AM","Unusual Put Sweep","IREN","60","11/07/2025","Put","Ask","1,170","$807.3K","6,821","21","12 hours ago","Thursday, October 9, 2025 at 10:39 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:54 AM","]"
"[","Thursday, October 9, 2025 at 10:56 AM","Unusual Put Sweep","PYPL","77","10/31/2025","Put","Above","1,303","$626.1K","1,308","19","12 hours ago","Thursday, October 9, 2025 at 10:41 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:56 AM","]"
"[","Thursday, October 9, 2025 at 10:57 AM","Put Sweep","OPEN","9","11/21/2025","Put","Above","5,000","$1.1M","5,022","12,588","12 hours ago","Thursday, October 9, 2025 at 10:42 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","10:57 AM","]"
"—","Thursday, October 9, 2025 at 10:58 AM","Put Sweep","CRCL","160","10/17/2025","Put","Ask","394","$608.7K","817","1,091","12 hours ago","Thursday, October 9, 2025 at 10:43 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","",""
"[","Thursday, October 9, 2025 at 11:02 AM","Put Sweep","OWL","15","02/20/2026","Put","Ask","3,519","$439.9K","3,520","1,395","12 hours ago","Thursday, October 9, 2025 at 10:46 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","11:02 AM","]"
"[","Thursday, October 9, 2025 at 11:02 AM","Put Sweep","GDX","76.5","10/17/2025","Put","Ask","2,995","$539.1K","3,076","1,927","12 hours ago","Thursday, October 9, 2025 at 10:47 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","11:02 AM","]"
"[","Thursday, October 9, 2025 at 11:05 AM","Call Sweep","PYPL","74","10/24/2025","Call","Ask","2,110","$654.1K","4,618","10,928","12 hours ago","Thursday, October 9, 2025 at 10:50 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","11:05 AM","]"
"—","Thursday, October 9, 2025 at 11:06 AM","Call Sweep","TSLA","450","10/17/2025","Call","Ask","796","$481.6K","7,442","25,808","12 hours ago","Thursday, October 9, 2025 at 10:50 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","",""
